MSE,objective,max_depth,learning_rate,colsample_bytree,n_estimators,Nodes NO
4421.124226937938,reg:squarederror,4,0.4,0.9,130,1949
4421.156781224316,reg:squarederror,4,0.34,1.0,130,1950
4421.496244666845,reg:squarederror,4,0.55,0.6,130,1950
4422.65139989885,reg:squarederror,4,0.76,0.7,130,1948
4423.214826917724,reg:squarederror,4,0.73,0.7,130,1949
4423.274660186749,reg:squarederror,4,0.48,0.6,130,1950
4423.327864536019,reg:squarederror,4,0.43,0.7,130,1950
4423.357365763652,reg:squarederror,4,0.71,0.7,130,1948
4423.769026087739,reg:squarederror,4,0.4,1.0,130,1949
4423.898826749015,reg:squarederror,4,0.38,0.7,130,1949
4424.035068328039,reg:squarederror,4,0.68,0.8,130,1949
4425.63039854365,reg:squarederror,4,0.37,1.0,130,1950
4427.571536347482,reg:squarederror,4,0.67,0.7,130,1949
4428.08788162167,reg:squarederror,4,0.84,0.7,130,1950
4428.470653573695,reg:squarederror,4,0.67,0.6,130,1950
4429.35403573718,reg:squarederror,4,0.76,0.6,130,1950
4429.430606655359,reg:squarederror,4,0.37,0.8,130,1950
4429.613665251106,reg:squarederror,4,0.82,0.8,130,1950
4429.9389314465425,reg:squarederror,4,0.69,0.6,130,1950
4431.380329946336,reg:squarederror,4,0.35,1.0,130,1950
4432.131838791594,reg:squarederror,4,0.4,0.7,130,1950
4432.548094795084,reg:squarederror,4,0.68,0.6,130,1950
4433.081385905361,reg:squarederror,4,0.38,0.9,130,1950
4433.593409731309,reg:squarederror,4,0.83,0.7,130,1949
4433.673977278372,reg:squarederror,4,0.35,0.8,130,1949
4434.323511971047,reg:squarederror,4,0.75,0.6,130,1948
4435.246591167496,reg:squarederror,4,0.63,0.6,130,1950
4436.208659231315,reg:squarederror,4,0.72,0.6,130,1950
4436.251775243751,reg:squarederror,4,0.66,0.7,130,1950
4437.585095901424,reg:squarederror,4,0.37,0.9,130,1949
4438.357383436645,reg:squarederror,4,0.39,0.8,130,1950
4438.550978603279,reg:squarederror,4,0.79,0.8,130,1950
4441.579906127635,reg:squarederror,4,0.4,0.6,130,1950
4442.946299799271,reg:squarederror,4,0.44,0.6,130,1950
4444.212464466546,reg:squarederror,4,0.39,0.9,130,1950
4444.355568207439,reg:squarederror,4,0.82,0.7,130,1948
4444.868264585842,reg:squarederror,4,0.35,0.9,130,1950
4445.490357344934,reg:squarederror,4,0.43,0.6,130,1949
4447.317626869401,reg:squarederror,4,0.41,0.6,130,1950
4448.968902122038,reg:squarederror,4,0.78,0.7,130,1950
4450.989068712369,reg:squarederror,4,0.65,0.6,130,1948
4451.389644911745,reg:squarederror,4,0.7,0.6,130,1949
4452.245111238649,reg:squarederror,4,0.5,0.6,130,1950
4453.226196802587,reg:squarederror,4,0.45,0.6,130,1948
4454.064964831372,reg:squarederror,4,0.36,0.9,130,1950
4454.111469906986,reg:squarederror,4,0.41,0.9,130,1950
4454.269382118869,reg:squarederror,4,0.85,0.8,130,1950
4454.481021907498,reg:squarederror,4,0.78,0.6,130,1950
4454.730959681186,reg:squarederror,4,0.36,0.6,130,1949
4455.142959846769,reg:squarederror,4,0.42,0.6,130,1950
4455.613664730794,reg:squarederror,4,0.33,0.9,130,1950
4456.691891183872,reg:squarederror,4,0.36,0.8,130,1949
4458.783641174932,reg:squarederror,4,0.74,0.6,130,1949
4460.981958634272,reg:squarederror,4,0.39,0.7,130,1950
4461.526674057628,reg:squarederror,4,0.31,0.8,130,1950
4462.1970051148755,reg:squarederror,4,0.37,0.6,130,1949
4462.460421946319,reg:squarederror,4,0.34,0.8,130,1950
4463.754287594086,reg:squarederror,4,0.37,0.7,130,1950
4468.126692478775,reg:squarederror,4,0.34,0.9,130,1950
4468.134622461251,reg:squarederror,4,0.32,0.9,130,1950
4468.706537722489,reg:squarederror,4,0.36,0.7,130,1949
4469.758791198918,reg:squarederror,4,0.39,0.6,130,1950
4470.118026555394,reg:squarederror,4,0.79,0.6,130,1950
4471.626187381654,reg:squarederror,4,0.33,0.7,130,1950
4471.647164961965,reg:squarederror,4,0.35,0.7,130,1950
4471.8447219015925,reg:squarederror,4,0.73,0.6,130,1949
4472.977033923046,reg:squarederror,4,0.35,0.6,130,1950
4473.321856477982,reg:squarederror,4,0.34,0.7,130,1950
4474.052805555934,reg:squarederror,4,0.77,0.6,130,1949
4474.53770958107,reg:squarederror,4,0.38,0.6,130,1950
4474.627797439774,reg:squarederror,4,0.32,0.8,130,1950
4476.130840776084,reg:squarederror,4,0.32,1.0,130,1950
4476.922667674546,reg:squarederror,4,0.32,0.7,130,1949
4479.174284468048,reg:squarederror,4,0.33,0.8,130,1950
4481.721807365181,reg:squarederror,4,0.31,0.7,130,1950
4483.757131373691,reg:squarederror,4,0.82,0.6,130,1950
4486.817600646972,reg:squarederror,4,0.8,0.6,130,1950
4488.564057173988,reg:squarederror,4,0.33,1.0,130,1950
4491.094033477469,reg:squarederror,4,0.85,0.7,130,1950
4494.699105903666,reg:squarederror,4,0.84,0.6,130,1949
4495.056467234171,reg:squarederror,4,0.3,0.8,130,1950
4496.354459324177,reg:squarederror,4,0.81,0.6,130,1949
4497.640882041274,reg:squarederror,4,0.31,1.0,130,1949
4506.409705796664,reg:squarederror,4,0.31,0.9,130,1950
4506.434687026948,reg:squarederror,4,0.3,0.7,130,1950
4510.223700356348,reg:squarederror,4,0.34,0.6,130,1950
4510.697277002562,reg:squarederror,4,0.28,0.9,130,1950
4511.058210936141,reg:squarederror,4,0.85,0.6,130,1950
4513.241155656438,reg:squarederror,4,0.33,0.6,130,1950
4514.373664316388,reg:squarederror,4,0.3,1.0,130,1950
4514.671857055399,reg:squarederror,4,0.29,1.0,130,1950
4518.873736094676,reg:squarederror,4,0.29,0.8,130,1949
4521.771652199195,reg:squarederror,4,0.3,0.9,130,1950
4534.023992537281,reg:squarederror,4,0.32,0.6,130,1950
4534.029667507993,reg:squarederror,4,0.83,0.6,130,1950
4537.991669794254,reg:squarederror,4,0.27,0.8,130,1950
4540.322625152307,reg:squarederror,4,0.31,0.6,130,1950
4542.535747511754,reg:squarederror,4,0.28,1.0,130,1950
4543.7136606363965,reg:squarederror,4,0.28,0.8,130,1950
4545.73705249484,reg:squarederror,4,0.3,0.6,130,1949
4546.126146496494,reg:squarederror,4,0.29,0.7,130,1950
4546.837168252889,reg:squarederror,4,0.28,0.7,130,1950
4548.784325331595,reg:squarederror,4,0.29,0.9,130,1950
4549.886728835232,reg:squarederror,4,0.27,1.0,130,1950
4560.476890539671,reg:squarederror,4,0.26,0.9,130,1950
4564.085854207846,reg:squarederror,4,0.27,0.9,130,1950
4568.200020471084,reg:squarederror,4,0.26,0.8,130,1950
4568.282674937701,reg:squarederror,4,0.29,0.6,130,1950
4568.371738564483,reg:squarederror,4,0.26,1.0,130,1950
4569.307852633904,reg:squarederror,4,0.25,0.8,130,1949
4570.344072621806,reg:squarederror,4,0.25,0.7,130,1950
4575.112557842201,reg:squarederror,4,0.25,0.9,130,1950
4580.168285844968,reg:squarederror,4,0.27,0.7,130,1950
4581.025254278136,reg:squarederror,4,0.26,0.7,130,1950
4589.882258061439,reg:squarederror,4,0.25,1.0,130,1950
4598.0879271969425,reg:squarederror,4,0.28,0.6,130,1950
4602.745026735485,reg:squarederror,4,0.24,0.8,130,1950
4610.949975268359,reg:squarederror,4,0.24,0.9,130,1950
4612.162299513195,reg:squarederror,4,0.24,0.7,130,1950
4616.174376514103,reg:squarederror,4,0.23,0.8,130,1950
4621.09877729489,reg:squarederror,4,0.24,1.0,130,1950
4630.407291045987,reg:squarederror,4,0.23,0.7,130,1950
4633.06599065189,reg:squarederror,4,0.26,0.6,130,1950
4637.222302055473,reg:squarederror,4,0.27,0.6,130,1950
4640.045724404438,reg:squarederror,4,0.22,0.8,130,1950
4645.838765486802,reg:squarederror,4,0.22,0.9,130,1950
4656.336880456424,reg:squarederror,4,0.25,0.6,130,1950
4660.706318031232,reg:squarederror,4,0.23,1.0,130,1950
4664.379725880586,reg:squarederror,4,0.22,1.0,130,1950
4667.430182347437,reg:squarederror,4,0.23,0.9,130,1950
4673.011157238723,reg:squarederror,4,0.21,0.8,130,1950
4675.996734467757,reg:squarederror,4,0.22,0.7,130,1950
4679.008231348514,reg:squarederror,4,0.21,0.9,130,1950
4680.205803629137,reg:squarederror,4,0.21,1.0,130,1950
4685.001196820569,reg:squarederror,4,0.21,0.7,130,1950
4690.430428660773,reg:squarederror,4,0.2,0.9,130,1950
4694.474605774867,reg:squarederror,4,0.23,0.6,130,1950
4696.98496737069,reg:squarederror,4,0.24,0.6,130,1949
4707.8043148130255,reg:squarederror,4,0.22,0.6,130,1950
4714.509119359633,reg:squarederror,4,0.2,0.8,130,1950
4726.125781871926,reg:squarederror,4,0.19,0.9,130,1950
4733.803090542744,reg:squarederror,4,0.2,0.7,130,1950
4736.144912418249,reg:squarederror,4,0.19,1.0,130,1950
4746.029873631526,reg:squarederror,4,0.2,1.0,130,1950
4752.180017148529,reg:squarederror,4,0.19,0.8,130,1949
4753.020170642664,reg:squarederror,4,0.21,0.6,130,1950
4756.611593368113,reg:squarederror,4,0.19,0.7,130,1950
4781.629034404611,reg:squarederror,4,0.18,0.7,130,1950
4789.80343733205,reg:squarederror,4,0.18,1.0,130,1949
4791.215980031763,reg:squarederror,4,0.18,0.8,130,1950
4793.955267792239,reg:squarederror,4,0.2,0.6,130,1949
4803.763854203433,reg:squarederror,4,0.19,0.6,130,1950
4804.345347703756,reg:squarederror,4,0.18,0.9,130,1950
4848.6566328850495,reg:squarederror,4,0.17,0.9,130,1950
4852.955237006057,reg:squarederror,4,0.17,0.8,130,1950
4857.31100626973,reg:squarederror,4,0.17,0.7,130,1949
4866.889344791133,reg:squarederror,4,0.18,0.6,130,1950
4871.6137169326585,reg:squarederror,4,0.17,1.0,130,1950
4880.52474593293,reg:squarederror,4,0.16,1.0,130,1950
4895.317936057514,reg:squarederror,4,0.16,0.7,130,1950
4895.790112354572,reg:squarederror,4,0.16,0.9,130,1950
4905.22369193903,reg:squarederror,4,0.16,0.8,130,1950
4927.745518020349,reg:squarederror,4,0.17,0.6,130,1950
4933.405398703474,reg:squarederror,4,0.15,0.9,130,1950
4953.504524170055,reg:squarederror,4,0.15,1.0,130,1950
4977.393793205137,reg:squarederror,4,0.15,0.8,130,1950
4988.500507524959,reg:squarederror,4,0.16,0.6,130,1950
4989.194719531949,reg:squarederror,4,0.15,0.7,130,1950
4991.880613333446,reg:squarederror,4,0.14,0.9,130,1950
4995.423706284918,reg:squarederror,4,0.14,1.0,130,1950
5013.314403773084,reg:squarederror,4,0.14,0.8,130,1950
5024.565895063813,reg:squarederror,4,0.14,0.7,130,1950
5048.237719094219,reg:squarederror,4,0.15,0.6,130,1950
5061.111711185571,reg:squarederror,4,0.13,0.9,130,1950
5073.580039083257,reg:squarederror,4,0.13,1.0,130,1950
5091.5076115417705,reg:squarederror,4,0.13,0.8,130,1950
5093.370689011556,reg:squarederror,4,0.13,0.7,130,1950
5116.352902535351,reg:squarederror,4,0.14,0.6,130,1950
5136.034003884445,reg:squarederror,4,0.12,1.0,130,1950
5161.209607324773,reg:squarederror,4,0.12,0.8,130,1950
5172.346654847743,reg:squarederror,4,0.12,0.9,130,1950
5193.5665984606185,reg:squarederror,4,0.12,0.7,130,1950
5219.597825943999,reg:squarederror,4,0.13,0.6,130,1950
5225.872698799752,reg:squarederror,4,0.11,1.0,130,1950
5230.342283068851,reg:squarederror,4,0.11,0.8,130,1950
5236.528201788255,reg:squarederror,4,0.11,0.9,130,1950
5251.097833242782,reg:squarederror,4,0.11,0.7,130,1950
5305.780223428674,reg:squarederror,4,0.12,0.6,130,1950
5343.838029577202,reg:squarederror,4,0.1,1.0,130,1950
5356.238401584371,reg:squarederror,4,0.1,0.8,130,1950
5359.3184265021,reg:squarederror,4,0.1,0.9,130,1950
5386.315224665255,reg:squarederror,4,0.11,0.6,130,1950
5391.391228772838,reg:squarederror,4,0.1,0.7,130,1950
5493.516093852475,reg:squarederror,4,0.1,0.6,130,1950
